,CHROM,BIN_START,BIN_END,N_VARIANTS,PI,Name
1830,NC_044373.1,52700001,52710000,3,6.69E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1831,NC_044373.1,52860001,52870000,1,6.12E-07,Medicinal Genomics StrainSEEK V1 (n=289)
1832,NC_044373.1,53020001,53030000,13,3.11E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1833,NC_044373.1,53040001,53050000,1,8.44E-06,Medicinal Genomics StrainSEEK V1 (n=289)
1834,NC_044373.1,54000001,54010000,3,2.44E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1835,NC_044373.1,54010001,54020000,4,8.06E-06,Medicinal Genomics StrainSEEK V1 (n=289)
1836,NC_044373.1,54520001,54530000,7,6.79E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1837,NC_044373.1,54650001,54660000,4,4.22E-06,Medicinal Genomics StrainSEEK V1 (n=289)
1838,NC_044373.1,54660001,54670000,5,5.79E-06,Medicinal Genomics StrainSEEK V1 (n=289)
1839,NC_044373.1,55200001,55210000,8,6.27E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1840,NC_044373.1,55220001,55230000,2,1.44E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1841,NC_044373.1,55510001,55520000,10,0.000124291,Medicinal Genomics StrainSEEK V1 (n=289)
1842,NC_044373.1,56080001,56090000,1,1.43E-06,Medicinal Genomics StrainSEEK V1 (n=289)
1843,NC_044373.1,56150001,56160000,2,2.19E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1844,NC_044373.1,56160001,56170000,2,1.63E-06,Medicinal Genomics StrainSEEK V1 (n=289)
1845,NC_044373.1,56580001,56590000,6,3.51E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1846,NC_044373.1,56840001,56850000,5,5.95E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1847,NC_044373.1,56890001,56900000,2,4.31E-06,Medicinal Genomics StrainSEEK V1 (n=289)
1848,NC_044373.1,56900001,56910000,3,1.89E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1849,NC_044373.1,57070001,57080000,1,9.79E-06,Medicinal Genomics StrainSEEK V1 (n=289)
1850,NC_044373.1,58020001,58030000,1,1.24E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1851,NC_044373.1,58220001,58230000,2,8.96E-06,Medicinal Genomics StrainSEEK V1 (n=289)
1852,NC_044373.1,58680001,58690000,3,3.76E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1853,NC_044373.1,58850001,58860000,1,1.09E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1854,NC_044373.1,58890001,58900000,10,0.000127872,Medicinal Genomics StrainSEEK V1 (n=289)
1855,NC_044373.1,59310001,59320000,2,6.48E-06,Medicinal Genomics StrainSEEK V1 (n=289)
1856,NC_044373.1,59720001,59730000,6,2.56E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1857,NC_044373.1,60320001,60330000,1,1.74E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1858,NC_044373.1,60780001,60790000,5,4.99E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1859,NC_044373.1,60800001,60810000,1,1.48E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1860,NC_044373.1,60830001,60840000,8,0.000113472,Medicinal Genomics StrainSEEK V1 (n=289)
1861,NC_044373.1,60920001,60930000,1,7.37E-06,Medicinal Genomics StrainSEEK V1 (n=289)
1862,NC_044373.1,61010001,61020000,1,4.23E-06,Medicinal Genomics StrainSEEK V1 (n=289)
1863,NC_044373.1,61050001,61060000,7,3.45E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1864,NC_044373.1,61080001,61090000,4,6.84E-06,Medicinal Genomics StrainSEEK V1 (n=289)
1865,NC_044373.1,61230001,61240000,2,1.71E-06,Medicinal Genomics StrainSEEK V1 (n=289)
1866,NC_044373.1,61270001,61280000,7,9.25E-06,Medicinal Genomics StrainSEEK V1 (n=289)
1867,NC_044373.1,61620001,61630000,1,2.35E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1868,NC_044373.1,61670001,61680000,7,3.58E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1869,NC_044373.1,61710001,61720000,6,1.14E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1870,NC_044373.1,61990001,62000000,1,2.23E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1871,NC_044373.1,62240001,62250000,5,5.44E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1872,NC_044373.1,62550001,62560000,1,5.02E-07,Medicinal Genomics StrainSEEK V1 (n=289)
1873,NC_044373.1,62670001,62680000,1,6.88E-07,Medicinal Genomics StrainSEEK V1 (n=289)
1874,NC_044373.1,62810001,62820000,6,7.72E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1875,NC_044373.1,62830001,62840000,2,3.16E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1876,NC_044373.1,62920001,62930000,11,0.000155981,Medicinal Genomics StrainSEEK V1 (n=289)
1877,NC_044373.1,63100001,63110000,9,1.13E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1878,NC_044373.1,63120001,63130000,2,1.47E-06,Medicinal Genomics StrainSEEK V1 (n=289)
1879,NC_044373.1,63220001,63230000,2,2.61E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1880,NC_044373.1,63290001,63300000,5,7.23E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1881,NC_044373.1,63470001,63480000,13,0.000170659,Medicinal Genomics StrainSEEK V1 (n=289)
1882,NC_044373.1,63490001,63500000,1,1.11E-06,Medicinal Genomics StrainSEEK V1 (n=289)
1883,NC_044373.1,63550001,63560000,3,3.92E-06,Medicinal Genomics StrainSEEK V1 (n=289)
1884,NC_044373.1,63570001,63580000,6,7.79E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1885,NC_044373.1,63750001,63760000,17,0.000125886,Medicinal Genomics StrainSEEK V1 (n=289)
1886,NC_044373.1,63780001,63790000,3,4.92E-06,Medicinal Genomics StrainSEEK V1 (n=289)
1887,NC_044373.1,63850001,63860000,7,6.18E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1888,NC_044373.1,63950001,63960000,2,3.52E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1889,NC_044373.1,63980001,63990000,2,1.32E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1890,NC_044373.1,64010001,64020000,3,1.98E-06,Medicinal Genomics StrainSEEK V1 (n=289)
1891,NC_044373.1,64150001,64160000,1,1.39E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1892,NC_044373.1,64190001,64200000,1,1.02E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1893,NC_044373.1,64200001,64210000,6,3.92E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1894,NC_044373.1,64220001,64230000,2,2.80E-06,Medicinal Genomics StrainSEEK V1 (n=289)
1895,NC_044373.1,64320001,64330000,3,7.85E-06,Medicinal Genomics StrainSEEK V1 (n=289)
1896,NC_044373.1,64360001,64370000,4,3.59E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1897,NC_044373.1,64400001,64410000,9,1.22E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1898,NC_044373.1,64420001,64430000,5,6.54E-06,Medicinal Genomics StrainSEEK V1 (n=289)
1899,NC_044373.1,64490001,64500000,1,1.88E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1900,NC_044373.1,64590001,64600000,1,9.07E-07,Medicinal Genomics StrainSEEK V1 (n=289)
1901,NC_044373.1,64630001,64640000,4,3.11E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1902,NC_044373.1,64710001,64720000,8,1.25E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1903,NC_044373.1,64960001,64970000,2,1.60E-06,Medicinal Genomics StrainSEEK V1 (n=289)
1904,NC_044373.1,65280001,65290000,2,1.59E-06,Medicinal Genomics StrainSEEK V1 (n=289)
1905,NC_044373.1,65480001,65490000,4,6.40E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1906,NC_044373.1,65520001,65530000,1,2.32E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1907,NC_044373.1,65530001,65540000,1,1.01E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1908,NC_044373.1,65610001,65620000,7,2.98E-06,Medicinal Genomics StrainSEEK V1 (n=289)
1909,NC_044373.1,65750001,65760000,2,4.42E-06,Medicinal Genomics StrainSEEK V1 (n=289)
1910,NC_044373.1,66510001,66520000,1,4.03E-07,Medicinal Genomics StrainSEEK V1 (n=289)
1911,NC_044373.1,66690001,66700000,6,0.000123486,Medicinal Genomics StrainSEEK V1 (n=289)
1912,NC_044373.1,66800001,66810000,3,4.30E-06,Medicinal Genomics StrainSEEK V1 (n=289)
1913,NC_044373.1,67420001,67430000,6,8.05E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1914,NC_044373.1,67510001,67520000,1,7.59E-06,Medicinal Genomics StrainSEEK V1 (n=289)
1915,NC_044373.1,67620001,67630000,2,1.60E-06,Medicinal Genomics StrainSEEK V1 (n=289)
1916,NC_044373.1,67680001,67690000,2,6.67E-06,Medicinal Genomics StrainSEEK V1 (n=289)
1917,NC_044373.1,67770001,67780000,6,7.21E-06,Medicinal Genomics StrainSEEK V1 (n=289)
1918,NC_044373.1,67830001,67840000,1,1.07E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1919,NC_044373.1,67850001,67860000,19,5.15E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1920,NC_044373.1,67900001,67910000,2,3.27E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1921,NC_044373.1,68260001,68270000,6,7.41E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1922,NC_044373.1,68920001,68930000,3,3.75E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1923,NC_044373.1,69870001,69880000,5,3.84E-06,Medicinal Genomics StrainSEEK V1 (n=289)
1924,NC_044373.1,69980001,69990000,2,4.58E-06,Medicinal Genomics StrainSEEK V1 (n=289)
1925,NC_044373.1,70000001,70010000,2,6.49E-06,Medicinal Genomics StrainSEEK V1 (n=289)
1926,NC_044373.1,70030001,70040000,5,1.02E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1927,NC_044373.1,70060001,70070000,2,4.74E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1928,NC_044373.1,70670001,70680000,1,9.07E-07,Medicinal Genomics StrainSEEK V1 (n=289)
1929,NC_044373.1,70890001,70900000,5,5.02E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1930,NC_044373.1,71520001,71530000,4,2.12E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1931,NC_044373.1,71580001,71590000,4,7.23E-06,Medicinal Genomics StrainSEEK V1 (n=289)
1932,NC_044373.1,71930001,71940000,5,4.65E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1933,NC_044373.1,71950001,71960000,1,7.50E-06,Medicinal Genomics StrainSEEK V1 (n=289)
1934,NC_044373.1,72010001,72020000,1,1.84E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1935,NC_044373.1,72090001,72100000,1,2.09E-06,Medicinal Genomics StrainSEEK V1 (n=289)
1936,NC_044373.1,72340001,72350000,1,9.08E-06,Medicinal Genomics StrainSEEK V1 (n=289)
1937,NC_044373.1,72400001,72410000,1,1.17E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1938,NC_044373.1,72440001,72450000,11,8.66E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1939,NC_044373.1,72460001,72470000,4,2.56E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1940,NC_044373.1,72610001,72620000,1,4.68E-07,Medicinal Genomics StrainSEEK V1 (n=289)
1941,NC_044373.1,72670001,72680000,7,2.43E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1942,NC_044373.1,72700001,72710000,4,1.53E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1943,NC_044373.1,72940001,72950000,6,1.56E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1944,NC_044373.1,73200001,73210000,2,7.25E-06,Medicinal Genomics StrainSEEK V1 (n=289)
1945,NC_044373.1,73240001,73250000,1,5.76E-07,Medicinal Genomics StrainSEEK V1 (n=289)
1946,NC_044373.1,73340001,73350000,2,1.30E-06,Medicinal Genomics StrainSEEK V1 (n=289)
1947,NC_044373.1,73440001,73450000,2,2.67E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1948,NC_044373.1,73460001,73470000,1,4.77E-06,Medicinal Genomics StrainSEEK V1 (n=289)
1949,NC_044373.1,74690001,74700000,3,5.71E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1950,NC_044373.1,76040001,76050000,5,6.63E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1951,NC_044373.1,76390001,76400000,9,3.04E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1952,NC_044373.1,76560001,76570000,2,9.03E-07,Medicinal Genomics StrainSEEK V1 (n=289)
1953,NC_044373.1,76640001,76650000,2,2.93E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1954,NC_044373.1,76720001,76730000,3,6.19E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1955,NC_044373.1,76770001,76780000,4,7.13E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1956,NC_044373.1,76910001,76920000,3,2.00E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1957,NC_044373.1,77000001,77010000,2,1.97E-06,Medicinal Genomics StrainSEEK V1 (n=289)
1958,NC_044373.1,77090001,77100000,1,1.48E-06,Medicinal Genomics StrainSEEK V1 (n=289)
1959,NC_044373.1,77110001,77120000,5,1.33E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1960,NC_044373.1,77540001,77550000,1,8.61E-07,Medicinal Genomics StrainSEEK V1 (n=289)
1961,NC_044373.1,77710001,77720000,3,2.90E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1962,NC_044373.1,77750001,77760000,2,6.35E-06,Medicinal Genomics StrainSEEK V1 (n=289)
1963,NC_044373.1,77950001,77960000,1,1.31E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1964,NC_044373.1,78110001,78120000,4,0.0001047,Medicinal Genomics StrainSEEK V1 (n=289)
1965,NC_044373.1,78170001,78180000,2,8.38E-06,Medicinal Genomics StrainSEEK V1 (n=289)
1966,NC_044373.1,78260001,78270000,1,1.20E-06,Medicinal Genomics StrainSEEK V1 (n=289)
1967,NC_044373.1,78330001,78340000,1,1.68E-06,Medicinal Genomics StrainSEEK V1 (n=289)
1968,NC_044373.1,78710001,78720000,2,2.37E-06,Medicinal Genomics StrainSEEK V1 (n=289)
1969,NC_044373.1,78770001,78780000,1,2.31E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1970,NC_044373.1,78960001,78970000,4,8.05E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1971,NC_044373.1,79050001,79060000,2,2.90E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1972,NC_044373.1,79150001,79160000,7,9.82E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1973,NC_044373.1,79210001,79220000,1,1.29E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1974,NC_044373.1,79390001,79400000,1,2.32E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1975,NC_044373.1,79610001,79620000,1,7.72E-07,Medicinal Genomics StrainSEEK V1 (n=289)
1976,NC_044373.1,79670001,79680000,13,2.26E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1977,NC_044373.1,79710001,79720000,5,4.42E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1978,NC_044373.1,79770001,79780000,17,2.94E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1979,NC_044373.1,80000001,80010000,1,2.20E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1980,NC_044373.1,80430001,80440000,2,1.02E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1981,NC_044373.1,80470001,80480000,8,3.29E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1982,NC_044373.1,81040001,81050000,6,8.03E-06,Medicinal Genomics StrainSEEK V1 (n=289)
1983,NC_044373.1,81160001,81170000,1,1.10E-06,Medicinal Genomics StrainSEEK V1 (n=289)
1984,NC_044373.1,81330001,81340000,2,3.02E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1985,NC_044373.1,81460001,81470000,1,1.81E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1986,NC_044373.1,81540001,81550000,1,1.10E-06,Medicinal Genomics StrainSEEK V1 (n=289)
1987,NC_044373.1,81570001,81580000,2,1.09E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1988,NC_044373.1,81600001,81610000,1,1.32E-06,Medicinal Genomics StrainSEEK V1 (n=289)
1989,NC_044373.1,81740001,81750000,3,7.14E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1990,NC_044373.1,81790001,81800000,2,7.55E-06,Medicinal Genomics StrainSEEK V1 (n=289)
1991,NC_044373.1,81810001,81820000,1,2.46E-06,Medicinal Genomics StrainSEEK V1 (n=289)
1992,NC_044373.1,82210001,82220000,15,7.72E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1993,NC_044373.1,82290001,82300000,1,8.01E-06,Medicinal Genomics StrainSEEK V1 (n=289)
1994,NC_044373.1,82310001,82320000,3,1.69E-06,Medicinal Genomics StrainSEEK V1 (n=289)
1995,NC_044373.1,82350001,82360000,11,8.83E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1996,NC_044373.1,82550001,82560000,2,4.30E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1997,NC_044373.1,82850001,82860000,6,1.09E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1998,NC_044373.1,82940001,82950000,1,1.08E-05,Medicinal Genomics StrainSEEK V1 (n=289)
1999,NC_044373.1,82970001,82980000,1,1.68E-06,Medicinal Genomics StrainSEEK V1 (n=289)
2000,NC_044373.1,83060001,83070000,5,8.03E-05,Medicinal Genomics StrainSEEK V1 (n=289)
2001,NC_044373.1,83080001,83090000,2,3.09E-06,Medicinal Genomics StrainSEEK V1 (n=289)
2002,NC_044373.1,83130001,83140000,1,1.67E-05,Medicinal Genomics StrainSEEK V1 (n=289)
2003,NC_044373.1,83230001,83240000,8,7.47E-05,Medicinal Genomics StrainSEEK V1 (n=289)
2004,NC_044373.1,83480001,83490000,2,7.10E-06,Medicinal Genomics StrainSEEK V1 (n=289)
2005,NC_044373.1,83620001,83630000,2,5.75E-05,Medicinal Genomics StrainSEEK V1 (n=289)
2006,NC_044373.1,83670001,83680000,5,9.11E-05,Medicinal Genomics StrainSEEK V1 (n=289)
2007,NC_044373.1,83790001,83800000,12,0.000135741,Medicinal Genomics StrainSEEK V1 (n=289)
2008,NC_044373.1,83870001,83880000,9,1.16E-05,Medicinal Genomics StrainSEEK V1 (n=289)
2009,NC_044373.1,84180001,84190000,8,6.91E-05,Medicinal Genomics StrainSEEK V1 (n=289)
2010,NC_044373.1,84330001,84340000,3,7.66E-05,Medicinal Genomics StrainSEEK V1 (n=289)
2011,NC_044373.1,84700001,84710000,2,3.55E-05,Medicinal Genomics StrainSEEK V1 (n=289)
2012,NC_044373.1,84760001,84770000,1,2.73E-05,Medicinal Genomics StrainSEEK V1 (n=289)
2013,NC_044373.1,84850001,84860000,1,4.32E-07,Medicinal Genomics StrainSEEK V1 (n=289)
2014,NC_044373.1,85590001,85600000,1,2.52E-05,Medicinal Genomics StrainSEEK V1 (n=289)
2015,NC_044373.1,85630001,85640000,3,2.89E-05,Medicinal Genomics StrainSEEK V1 (n=289)
2016,NC_044373.1,85900001,85910000,13,0.000189128,Medicinal Genomics StrainSEEK V1 (n=289)
2017,NC_044373.1,85940001,85950000,3,3.33E-05,Medicinal Genomics StrainSEEK V1 (n=289)
2018,NC_044373.1,86100001,86110000,1,1.61E-06,Medicinal Genomics StrainSEEK V1 (n=289)
2019,NC_044373.1,86250001,86260000,2,1.10E-05,Medicinal Genomics StrainSEEK V1 (n=289)
2020,NC_044373.1,86280001,86290000,3,2.09E-05,Medicinal Genomics StrainSEEK V1 (n=289)
2021,NC_044373.1,86470001,86480000,1,4.99E-07,Medicinal Genomics StrainSEEK V1 (n=289)
2022,NC_044373.1,87380001,87390000,6,0.000109547,Medicinal Genomics StrainSEEK V1 (n=289)
2023,NC_044373.1,88060001,88070000,1,2.48E-05,Medicinal Genomics StrainSEEK V1 (n=289)
2024,NC_044373.1,88940001,88950000,1,2.26E-05,Medicinal Genomics StrainSEEK V1 (n=289)
2025,NC_044373.1,89330001,89340000,5,2.61E-05,Medicinal Genomics StrainSEEK V1 (n=289)
2026,NC_044373.1,89350001,89360000,2,2.20E-06,Medicinal Genomics StrainSEEK V1 (n=289)
2027,NC_044373.1,89440001,89450000,2,1.87E-05,Medicinal Genomics StrainSEEK V1 (n=289)
2028,NC_044373.1,89520001,89530000,7,5.24E-05,Medicinal Genomics StrainSEEK V1 (n=289)
2029,NC_044373.1,89700001,89710000,1,3.09E-06,Medicinal Genomics StrainSEEK V1 (n=289)
2030,NC_044373.1,90800001,90810000,5,6.62E-05,Medicinal Genomics StrainSEEK V1 (n=289)
2031,NC_044373.1,91000001,91010000,1,7.17E-06,Medicinal Genomics StrainSEEK V1 (n=289)
2032,NC_044373.1,91350001,91360000,2,6.09E-06,Medicinal Genomics StrainSEEK V1 (n=289)
2033,NC_044373.1,91360001,91370000,3,6.70E-06,Medicinal Genomics StrainSEEK V1 (n=289)
2034,NC_044373.1,91570001,91580000,1,3.31E-06,Medicinal Genomics StrainSEEK V1 (n=289)
2035,NC_044373.1,91670001,91680000,2,3.70E-06,Medicinal Genomics StrainSEEK V1 (n=289)
2036,NC_044374.1,140001,150000,2,4.73E-06,Medicinal Genomics StrainSEEK V1 (n=289)
2037,NC_044374.1,760001,770000,3,4.19E-05,Medicinal Genomics StrainSEEK V1 (n=289)
2038,NC_044374.1,810001,820000,1,2.65E-05,Medicinal Genomics StrainSEEK V1 (n=289)
2039,NC_044374.1,1120001,1130000,8,0.000113549,Medicinal Genomics StrainSEEK V1 (n=289)
2040,NC_044374.1,1140001,1150000,2,5.20E-06,Medicinal Genomics StrainSEEK V1 (n=289)
2041,NC_044374.1,1390001,1400000,6,2.57E-05,Medicinal Genomics StrainSEEK V1 (n=289)
2042,NC_044374.1,1410001,1420000,1,7.25E-06,Medicinal Genomics StrainSEEK V1 (n=289)
2043,NC_044374.1,1720001,1730000,3,5.81E-05,Medicinal Genomics StrainSEEK V1 (n=289)
2044,NC_044374.1,1840001,1850000,2,2.32E-05,Medicinal Genomics StrainSEEK V1 (n=289)
2045,NC_044374.1,1860001,1870000,1,2.44E-06,Medicinal Genomics StrainSEEK V1 (n=289)
2046,NC_044374.1,2030001,2040000,2,1.01E-06,Medicinal Genomics StrainSEEK V1 (n=289)
2047,NC_044374.1,2100001,2110000,1,5.39E-07,Medicinal Genomics StrainSEEK V1 (n=289)
2048,NC_044374.1,2310001,2320000,1,7.12E-06,Medicinal Genomics StrainSEEK V1 (n=289)
2049,NC_044374.1,2400001,2410000,6,3.19E-05,Medicinal Genomics StrainSEEK V1 (n=289)
2050,NC_044374.1,2410001,2420000,3,1.34E-05,Medicinal Genomics StrainSEEK V1 (n=289)
2051,NC_044374.1,2530001,2540000,9,7.25E-06,Medicinal Genomics StrainSEEK V1 (n=289)
2052,NC_044374.1,2550001,2560000,2,4.57E-06,Medicinal Genomics StrainSEEK V1 (n=289)
2053,NC_044374.1,2560001,2570000,2,1.31E-06,Medicinal Genomics StrainSEEK V1 (n=289)
2054,NC_044374.1,2700001,2710000,9,1.02E-05,Medicinal Genomics StrainSEEK V1 (n=289)
2055,NC_044374.1,2720001,2730000,7,0.000125162,Medicinal Genomics StrainSEEK V1 (n=289)
2056,NC_044374.1,2780001,2790000,1,5.71E-07,Medicinal Genomics StrainSEEK V1 (n=289)
2057,NC_044374.1,2890001,2900000,4,7.13E-05,Medicinal Genomics StrainSEEK V1 (n=289)
2058,NC_044374.1,2980001,2990000,3,2.34E-05,Medicinal Genomics StrainSEEK V1 (n=289)
2059,NC_044374.1,3000001,3010000,7,2.68E-05,Medicinal Genomics StrainSEEK V1 (n=289)
2060,NC_044374.1,3190001,3200000,1,1.10E-06,Medicinal Genomics StrainSEEK V1 (n=289)
2061,NC_044374.1,3270001,3280000,1,9.50E-07,Medicinal Genomics StrainSEEK V1 (n=289)
2062,NC_044374.1,3360001,3370000,6,6.35E-06,Medicinal Genomics StrainSEEK V1 (n=289)
2063,NC_044374.1,3430001,3440000,5,4.60E-06,Medicinal Genomics StrainSEEK V1 (n=289)
2064,NC_044374.1,3440001,3450000,12,0.000107988,Medicinal Genomics StrainSEEK V1 (n=289)
2065,NC_044374.1,3730001,3740000,4,4.26E-05,Medicinal Genomics StrainSEEK V1 (n=289)
2066,NC_044374.1,3740001,3750000,1,1.93E-06,Medicinal Genomics StrainSEEK V1 (n=289)
2067,NC_044374.1,3900001,3910000,3,1.89E-05,Medicinal Genomics StrainSEEK V1 (n=289)
2068,NC_044374.1,4020001,4030000,2,1.44E-05,Medicinal Genomics StrainSEEK V1 (n=289)
2069,NC_044374.1,4030001,4040000,9,8.31E-05,Medicinal Genomics StrainSEEK V1 (n=289)
2070,NC_044374.1,4210001,4220000,2,3.14E-06,Medicinal Genomics StrainSEEK V1 (n=289)
2071,NC_044374.1,4400001,4410000,3,2.44E-06,Medicinal Genomics StrainSEEK V1 (n=289)
2072,NC_044374.1,4410001,4420000,2,3.05E-06,Medicinal Genomics StrainSEEK V1 (n=289)
2073,NC_044374.1,4630001,4640000,9,1.93E-05,Medicinal Genomics StrainSEEK V1 (n=289)
2074,NC_044374.1,4790001,4800000,4,4.15E-06,Medicinal Genomics StrainSEEK V1 (n=289)
2075,NC_044374.1,5110001,5120000,1,4.94E-06,Medicinal Genomics StrainSEEK V1 (n=289)
2076,NC_044374.1,5330001,5340000,1,1.55E-05,Medicinal Genomics StrainSEEK V1 (n=289)
2077,NC_044374.1,5360001,5370000,15,0.000153718,Medicinal Genomics StrainSEEK V1 (n=289)
2078,NC_044374.1,6490001,6500000,2,1.04E-05,Medicinal Genomics StrainSEEK V1 (n=289)
2079,NC_044374.1,6750001,6760000,1,1.40E-05,Medicinal Genomics StrainSEEK V1 (n=289)
2080,NC_044374.1,6770001,6780000,1,5.71E-07,Medicinal Genomics StrainSEEK V1 (n=289)
2081,NC_044374.1,6940001,6950000,3,1.63E-05,Medicinal Genomics StrainSEEK V1 (n=289)
2082,NC_044374.1,7740001,7750000,1,6.51E-07,Medicinal Genomics StrainSEEK V1 (n=289)
2083,NC_044374.1,7800001,7810000,3,1.05E-05,Medicinal Genomics StrainSEEK V1 (n=289)
2084,NC_044374.1,7830001,7840000,3,1.85E-05,Medicinal Genomics StrainSEEK V1 (n=289)
2085,NC_044374.1,7870001,7880000,6,4.21E-05,Medicinal Genomics StrainSEEK V1 (n=289)
2086,NC_044374.1,8100001,8110000,1,4.70E-07,Medicinal Genomics StrainSEEK V1 (n=289)
2087,NC_044374.1,8980001,8990000,2,2.28E-06,Medicinal Genomics StrainSEEK V1 (n=289)
2088,NC_044374.1,9730001,9740000,5,4.93E-05,Medicinal Genomics StrainSEEK V1 (n=289)
2089,NC_044374.1,10210001,10220000,5,2.67E-05,Medicinal Genomics StrainSEEK V1 (n=289)
2090,NC_044374.1,10320001,10330000,1,5.41E-06,Medicinal Genomics StrainSEEK V1 (n=289)
2091,NC_044374.1,10440001,10450000,1,7.84E-06,Medicinal Genomics StrainSEEK V1 (n=289)
2092,NC_044374.1,10460001,10470000,1,5.96E-06,Medicinal Genomics StrainSEEK V1 (n=289)
