,sample.id,EV1,EV2,EV3,EV4,Cultivar,Type,HCPC,
73,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089295.1_1_sorted.bam,-0.038241149,0.137438031,-0.031119084,-0.082364394,Gahv-01-F.R1.fastq.gz.1_SRR9089295_Kermanshah_Gahwareh,unknown,Gahv-01-F.R1.fastq.gz.1_SRR9089295_Kermanshah_Gahwareh_unknown,_
74,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089296.1_1_sorted.bam,0.067668683,0.006758616,0.041224522,0.012603849,Frs-01-M.R1.fastq.gz.1_SRR9089296_Fars_Shiraz,unknown,Frs-01-M.R1.fastq.gz.1_SRR9089296_Fars_Shiraz_unknown,_
75,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089297.1_1_sorted.bam,0.093698598,-0.057004682,0.002663277,0.020393367,Krmn-01-M-2.R1.fastq.gz.1_SRR9089297_Kerman_Kerman,Type I,Krmn-01-M-2.R1.fastq.gz.1_SRR9089297_Kerman_Kerman_Type I,_
76,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089298.1_1_sorted.bam,0.070603696,-0.002310549,0.036158164,0.039561438,Krmn-01-F.R1.fastq.gz.1_SRR9089298_Kerman_Kerman,Type I,Krmn-01-F.R1.fastq.gz.1_SRR9089298_Kerman_Kerman_Type I,_
77,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089299.1_1_sorted.bam,0.084662959,-0.012025803,0.029018856,-0.003212715,Kash-01-M-2.R1.fastq.gz.1_SRR9089299_Isfahan_Kashan,unknown,Kash-01-M-2.R1.fastq.gz.1_SRR9089299_Isfahan_Kashan_unknown,_
78,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089300.1_1_sorted.bam,-0.057544081,0.179971391,0.014304358,-0.104056491,Gonb-01-M.R1.fastq.gz.1_SRR9089300_Razavi Khorasan_Gonabad,unknown,Gonb-01-M.R1.fastq.gz.1_SRR9089300_Razavi Khorasan_Gonabad_unknown,_
79,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089301.1_1_sorted.bam,0.056871372,0.062402243,0.002960999,0.009310949,Frs-01-F.R1.fastq.gz.1_SRR9089301_Fars_Shiraz,unknown,Frs-01-F.R1.fastq.gz.1_SRR9089301_Fars_Shiraz_unknown,_
80,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089302.1_1_sorted.bam,0.117592416,0.001919876,0.022876086,-0.002041641,Esf-01-F.R1.fastq.gz.1_SRR9089302_Isfahan_Isfahan,unknown,Esf-01-F.R1.fastq.gz.1_SRR9089302_Isfahan_Isfahan_unknown,_
81,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089303.1_1_sorted.bam,0.087617697,0.012680086,0.068099323,0.023780827,Bam-01-F.R1.fastq.gz.1_SRR9089303_Kerman_Bam,Type I,Bam-01-F.R1.fastq.gz.1_SRR9089303_Kerman_Bam_Type I,_
82,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089304.1_1_sorted.bam,0.096018697,-0.055028925,0.021078666,-0.021221666,Bam-01-M.R1.fastq.gz.1_SRR9089304_Kerman_Bam,Type I,Bam-01-M.R1.fastq.gz.1_SRR9089304_Kerman_Bam_Type I,_
83,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089305.1_1_sorted.bam,-0.055708395,0.213678095,-0.014544517,-0.163412368,Ark-01-F.R1.fastq.gz.1_SRR9089305_Markazi_Arak,Type III,Ark-01-F.R1.fastq.gz.1_SRR9089305_Markazi_Arak_Type III,_
84,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089306.1_1_sorted.bam,-0.068963752,0.210100652,-0.007584436,-0.188272609,Ark-01-M-2.R1.fastq.gz.1_SRR9089306_Markazi_Arak,Type III,Ark-01-M-2.R1.fastq.gz.1_SRR9089306_Markazi_Arak_Type III,_
85,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089308.1_1_sorted.bam,0.034590127,-0.048356732,-0.218224643,-0.05771608,Ard-01-F.R1.fastq.gz.1_SRR9089308_Ardabil_Ardabil,Type II,Ard-01-F.R1.fastq.gz.1_SRR9089308_Ardabil_Ardabil_Type II,_
86,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089309.1_1_sorted.bam,0.091334543,-0.024277092,0.037804877,0.012688072,Abh-01-M-2.R1.fastq.gz.1_SRR9089309_Zanjan_Abhar,Type I,Abh-01-M-2.R1.fastq.gz.1_SRR9089309_Zanjan_Abhar_Type I,_
87,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089310.1_1_sorted.bam,0.116675406,-0.033651802,0.045575281,-0.01292077,Afg-01-F.R1.fastq.gz.1_SRR9089310_Zanjan_Abhar,unknown,Afg-01-F.R1.fastq.gz.1_SRR9089310_Zanjan_Abhar_unknown,_
88,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089311.1_1_sorted.bam,0.029941054,-0.060250678,-0.22903662,-0.056505451,921298-M.R1.fastq.gz.1_SRR9089311_CGN Genebank,unknown,921298-M.R1.fastq.gz.1_SRR9089311_CGN Genebank_unknown,_
89,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089312.1_1_sorted.bam,0.09645663,-0.022684568,0.022304687,0.008324889,Abh-01-F.R1.fastq.gz.1_SRR9089312_Afghanestan,Type I,Abh-01-F.R1.fastq.gz.1_SRR9089312_Afghanestan_Type I,_
90,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089313.1_1_sorted.bam,-0.008397608,0.017027413,-0.535766128,0.191995477,CAN37-M.R1.fastq.gz.1_SRR9089313_IPK Genebank,unknown,CAN37-M.R1.fastq.gz.1_SRR9089313_IPK Genebank_unknown,_
91,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089314.1_1_sorted.bam,0.003137208,0.006624827,-0.559717558,0.179342754,CAN37-F.R1.fastq.gz.1_SRR9089314_IPK Genebank,unknown,CAN37-F.R1.fastq.gz.1_SRR9089314_IPK Genebank_unknown,_
92,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089315.1_1_sorted.bam,-0.184162872,0.005389624,0.055740443,0.196541582,CAN47-M.R1.fastq.gz.1_SRR9089315_IPK Genebank,unknown,CAN47-M.R1.fastq.gz.1_SRR9089315_IPK Genebank_unknown,_
93,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089316.1_1_sorted.bam,-0.179552543,0.012533643,0.049021893,0.191126012,CAN47-F.R1.fastq.gz.1_SRR9089316_IPK Genebank,unknown,CAN47-F.R1.fastq.gz.1_SRR9089316_IPK Genebank_unknown,_
94,/home/ahmccorm/kantar_lts/anna/Cannabis_SRR/Soorni/Nuclear_cs10/sam_to_bam/sorted_bam/SRR9089317.1_1_sorted.bam,0.066921683,-0.021577976,0.071082587,0.044169414,Bsh-01-M.R1.fastq.gz.1_SRR9089317_South Khorasan_Boshruyeh,Type I,Bsh-01-M.R1.fastq.gz.1_SRR9089317_South Khorasan_Boshruyeh_Type I,_
